,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCREEN,,,,REPORT,,,,,DATA LAST UPDATED,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unsaved,,,,Unsaved Screening Default,,,,,Asia                Europe            Americas,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4/26/16            4/26/16            4/26/16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name,Symbol,Country,Market Capitalization (bil) [USD],Price Return - Absolute 01 Week,Price Return - Absolute 02 Weeks,Price Return - Absolute 04 Weeks,Price Return - Absolute 13 Weeks,Price Return - Absolute 26 Weeks,Price Return - Absolute 3 Weeks,Price Return - Absolute 39 Weeks,Price Return - Absolute 52 Weeks,Price Return - Absolute Year to Date,"Price, Current [Local]",Warranted Default Price [Local],"Price, % 52 week High","Price, % Change to 26 Week High","Price, % Change to 26 Week Low","Price, % Change to 52 Week High","Price, % Change to 52 Week Low",Price / Earnings Ratio - FY1,Price / Earnings Ratio - FY2,Price / Earnings Ratio - LFY,Country (Domicile),Exchange Code,Industry Code - GICS Group,Industry Code - GICS Industry,Industry Code - GICS Sector,Industry Code - GICS Sub-Industry,Earnings Per Share - FY1 [Local],Earnings Per Share - FY2 [Local],Daily Volume Average (K shares),Price Return 2 Weeks Ago to 3 Weeks Ago,"Price, 52 Week High [Local]","Price, 52 Week Low [Local]",Price - Annual Closing [Local]
,MONDELEZ INTERNATIONAL INC,MDLZ,USA,67.151,-1.93,-0.31,6.8,1.4,-9.3,2.30,0.4,14.58,-6,42.50,24.53,8.66,9,11,9,11,24.29,20.84,9.99,USA,Not Available,"Food, Beverage & Tobacco",Food Products,Consumer Staples,Packaged Foods & Meats,NA,NA,10400,2.6,46.53,37.70,44.84
,COSTCO WHOLESALE CORP,COST,USA,67.030,-2.12,-1.14,-1.0,-2.5,-3.7,-5.26,3.4,1.22,-7,152.60,174.45,8.51,9,6,9,11,28.53,25.22,29.85,USA,Not Available,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Hypermarkets & Super Centers,NA,NA,2317,-4.2,166.80,136.39,161.50
,DANAHER CORP,DHR,USA,66.354,2.44,3.47,1.7,13.0,3.9,0.83,9.8,15.75,4,96.36,84.54,1.02,1,12,1,14,19.67,18.01,24.97,USA,Not Available,Capital Goods,Industrial Conglomerates,Industrials,Industrial Conglomerates,NA,NA,2741,-2.6,97.35,82.52,92.88
,PRICELINE GROUP INC,PCLN,USA,66.180,0.50,5.05,2.9,19.7,-2.0,2.99,11.8,8.55,5,"1,333.95","2,370.65",8.27,9,24,9,24,19.29,16.44,25.45,USA,Not Available,Retailing,Internet & Catalog Retail,Consumer Discretionary,Internet Retail,NA,NA,625,-2.0,"1,454.24","1,015.55","1,274.95"
,BAIDU INC,BIDU,USA,66.087,-1.27,3.69,3.2,11.4,21.0,0.23,-7.5,-12.05,-2,188.25,191.51,10.73,11,23,12,29,38.00,29.74,37.74,CHN,Not Available,Software & Services,Internet Software & Services,Information Technology,Internet Software & Services,NA,NA,2889,-3.3,210.87,134.34,227.97
,ABBOTT LABORATORIES,ABT,USA,64.621,1.54,4.04,8.2,10.1,1.1,4.48,-13.7,-8.77,-1,43.88,33.20,14.05,5,15,16,15,19.95,17.91,25.96,USA,Not Available,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care,Health Care Equipment,NA,NA,6747,0.4,51.05,37.13,44.91
,AMERICAN EXPRESS CO,AXP,USA,64.148,6.10,10.81,9.0,19.7,-11.6,7.91,-13.1,-15.46,-5,66.20,55.51,18.52,12,20,23,20,11.89,11.74,13.72,USA,Not Available,Diversified Financials,Consumer Finance,Financials,Consumer Finance,NA,NA,6804,-2.6,81.25,52.66,69.55
,SIMON PROPERTY GROUP INC,SPG,USA,63.106,-2.76,-2.39,0.3,7.9,-0.4,-3.33,9.5,7.12,5,203.95,190.56,2.46,3,10,3,15,18.88,17.43,33.07,USA,Not Available,Real Estate,Real Estate Investment Trusts (REITs),Financials,Retail REIT's,NA,NA,1245,-1.0,209.10,173.91,194.44
,BROADCOM LTD,AVGO,USA,62.942,-3.32,-3.73,-1.7,20.7,16.0,-4.73,17.0,25.80,3,150.76,355.61,4.46,5,22,5,26,14.32,12.07,27.54,USA,NA (USA),Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,NA,NA,4139,-1.0,157.80,111.45,145.15
,BANK OF NOVA SCOTIA,BNS,USA,62.088,4.12,8.30,9.5,34.1,9.5,6.97,7.9,-6.22,26,51.63,46.53,6.11,0,30,7,30,11.18,10.45,9.82,CAN,Not Available,Banks,Banks,Financials,Diversified Banks,NA,NA,1082,-1.2,54.99,36.00,40.44
,BANK OF NOVA SCOTIA,BNS.,CAN,61.912,2.59,5.56,4.6,19.9,5.2,4.10,4.8,-2.42,13,65.24,67.01,2.36,0,20,2,20,11.15,10.42,9.82,CAN,Not Available,Banks,Banks,Financials,Diversified Banks,NA,NA,2360,-1.4,66.82,52.27,55.97
,BIOGEN INC,BIIB,USA,61.580,5.29,4.38,11.0,5.1,2.1,8.51,-5.8,-29.63,-6,281.70,593.77,31.47,9,12,46,12,15.08,14.10,19.92,USA,Not Available,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,1867,3.9,411.05,247.22,306.35
,COLGATE-PALMOLIVE CO,CL,USA,61.563,-3.07,-2.83,-1.2,6.9,0.2,-3.01,3.1,-0.16,4,68.96,53.62,3.21,3,9,3,11,24.92,22.91,43.54,USA,Not Available,Household & Personal Products,Household Products,Consumer Staples,Household Products,NA,NA,3332,-0.2,71.25,61.46,66.62
,TIME WARNER INC,TWX,USA,61.231,2.89,4.13,9.5,8.1,4.6,5.01,-12.3,-10.20,20,77.02,75.64,14.13,0,19,16,19,14.40,12.69,13.94,USA,Not Available,Media,Media,Consumer Discretionary,Movies & Entertainment,NA,NA,5620,0.8,89.69,62.26,64.67
,BLACKROCK INC,BLK,USA,60.602,2.16,10.21,9.3,21.6,7.2,6.70,7.0,-2.01,9,365.96,420.05,1.32,0,19,1,20,18.71,16.09,16.94,USA,Not Available,Diversified Financials,Capital Markets,Financials,Asset Management & Custody Banks,NA,NA,756,-3.2,370.85,294.24,340.52
,TEXAS INSTRUMENTS INC,TXN,USA,60.069,-0.42,1.36,3.5,16.7,-0.5,1.28,19.7,7.22,4,59.40,51.71,0.00,0,19,0,23,20.48,18.62,19.16,USA,Not Available,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,NA,NA,5336,-0.1,59.40,45.96,54.81
,DOW CHEMICAL,DOW,USA,59.946,0.46,3.62,2.5,21.7,4.6,2.87,14.4,2.91,2,53.67,51.49,0.00,0,22,0,22,15.74,13.42,7.98,USA,Not Available,Materials,Chemicals,Materials,Diversified Chemicals,NA,NA,6961,-0.7,53.67,42.00,51.48
,TWENTY-FIRST CENTURY FOX INC,FOXA,USA,59.791,3.07,8.18,11.5,17.2,2.7,8.18,-8.1,-10.74,13,30.96,29.18,10.26,0,21,11,21,18.16,14.60,6.89,USA,Not Available,Media,Media,Consumer Discretionary,Movies & Entertainment,NA,NA,10564,0.0,34.50,24.55,27.16
,TIME WARNER CABLE INC,TWC,USA,59.731,-1.94,-1.47,-0.6,10.7,8.8,-1.75,5.4,29.75,10,210.84,232.84,0.00,0,16,0,27,28.28,25.84,28.73,USA,NA (USA),Media,Media,Consumer Discretionary,Cable & Satellite,NA,NA,2018,-0.3,210.84,154.68,185.59
,CONOCOPHILLIPS,COP,USA,59.427,8.97,15.50,18.9,26.4,-12.8,19.71,-8.6,-29.46,-1,48.08,59.97,28.71,16,32,40,32,-19.70,124.88,-13.04,USA,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Exploration & Production,NA,NA,13673,3.6,67.44,32.87,46.69
,DU PONT (E I) DE NEMOURS,DD,USA,58.859,1.07,4.38,3.2,20.5,9.5,3.22,15.9,-2.90,0,67.55,56.66,5.54,4,22,6,30,22.49,19.29,31.71,USA,Not Available,Materials,Chemicals,Materials,Diversified Chemicals,NA,NA,3974,-1.1,71.51,47.53,66.60
,OCCIDENTAL PETROLEUM CORP,OXY,USA,58.406,5.13,7.44,10.7,18.9,2.9,11.22,10.9,-4.88,10,76.48,95.75,4.96,0,18,5,18,-152.96,59.06,-6.35,USA,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Integrated Oil & Gas,NA,NA,4664,3.5,80.47,62.76,67.61
,THERMO FISHER SCIENTIFIC INC,TMO,USA,58.190,1.04,3.26,5.6,8.5,16.1,2.93,6.5,12.94,4,145.61,186.95,0.84,1,15,1,17,18.28,16.47,28.54,USA,Not Available,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Health Care,Life Sciences Tools & Services,NA,NA,1725,-0.3,146.85,121.17,141.85
,FORD MOTOR CO,F,USA,54.581,5.18,8.45,4.2,12.1,-13.1,3.89,-5.4,-13.70,-2,13.75,22.04,13.03,8,17,15,17,7.05,6.71,7.58,USA,Not Available,Automobiles & Components,Automobiles,Consumer Discretionary,Automobile Manufacturers,NA,NA,35825,-4.2,15.81,11.45,14.09
,NEXTERA ENERGY INC,NEE,USA,53.255,-2.55,-2.03,-3.4,7.4,9.4,-3.60,11.9,8.94,11,115.52,91.81,2.69,3,16,3,18,18.78,17.72,17.00,USA,Not Available,Utilities,Electric Utilities,Utilities,Electric Utilities,NA,NA,2290,-1.6,118.71,94.62,103.89
,DUKE ENERGY CORP,DUK,USA,52.942,-3.74,-3.46,-3.4,6.7,4.4,-5.08,7.4,-3.02,8,76.95,92.22,5.15,5,13,5,13,16.73,16.05,17.76,USA,Not Available,Utilities,Electric Utilities,Utilities,Electric Utilities,NA,NA,3610,-1.7,81.13,66.89,71.39
,MORGAN STANLEY,MS,USA,52.897,7.53,16.63,11.1,8.2,-15.1,8.50,-30.1,-25.86,-14,27.55,35.22,31.47,29,16,46,16,11.62,9.08,10.67,USA,Not Available,Diversified Financials,Capital Markets,Financials,Investment Banking & Brokerage,NA,NA,16859,-7.0,40.20,23.09,31.81
,EMC CORP/MA,EMC,USA,51.451,3.99,3.43,0.3,8.7,1.8,-0.97,3.7,0.26,3,26.48,44.35,4.95,1,9,5,11,14.71,13.86,25.18,USA,Not Available,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",Information Technology,"Technology Hardware, Storage & Peripherals",NA,NA,11757,-4.2,27.86,23.67,25.68
,METLIFE INC,MET,USA,51.300,5.04,11.96,10.9,6.1,-8.0,5.25,-16.5,-7.42,-2,46.72,75.68,18.73,11,20,23,20,8.20,7.66,10.46,USA,Not Available,Insurance,Insurance,Financials,Life & Health Insurance,NA,NA,6947,-6.0,57.49,37.43,48.21
,TJX COMPANIES INC,TJX,USA,51.195,-1.00,0.46,-0.8,11.0,6.6,-2.86,13.5,15.45,8,77.16,78.17,2.06,2,17,2,17,22.46,20.04,20.98,USA,Not Available,Retailing,Specialty Retail,Consumer Discretionary,Apparel Retail,NA,NA,3078,-3.3,78.78,64.21,70.91
,SALESFORCE.COM INC,CRM,USA,51.132,0.22,2.18,5.6,6.9,-2.6,0.99,3.5,12.75,-2,76.21,65.10,7.22,8,23,8,23,75.46,58.40,"-1,120.00",USA,Not Available,Software & Services,Software,Information Technology,Application Software,NA,NA,5319,-1.2,82.14,58.51,78.40
,EXPRESS SCRIPTS HOLDING CO,ESRX,USA,50.267,3.62,4.94,9.2,1.8,-13.6,6.42,-20.3,-15.79,-17,74.26,57.43,19.54,20,9,24,9,12.02,11.08,24.35,USA,Not Available,Health Care Equipment & Services,Health Care Providers & Services,Health Care,Health Care  Services,NA,NA,4976,1.4,92.29,67.34,87.41
,TARGET CORP,TGT,USA,49.744,-0.33,1.79,0.4,18.1,12.9,-0.52,2.6,-0.45,13,82.60,100.15,2.47,0,16,3,16,15.61,14.24,13.73,USA,Not Available,Retailing,Multiline Retail,Consumer Discretionary,General Merchandise Stores,NA,NA,4853,-2.3,84.69,69.56,72.61
,CANADIAN NATIONAL RAILWAY CO,CNI,USA,48.995,4.21,6.19,8.5,32.4,6.7,5.78,9.2,-0.44,16,62.24,80.26,5.54,6,20,6,20,16.96,15.50,17.49,CAN,Not Available,Transportation,Road & Rail,Industrials,Railroads,NA,NA,1170,-0.4,65.89,49.76,55.88
,CANADIAN NATIONAL RAILWAY CO,CNR.,CAN,48.809,2.80,3.48,3.7,18.4,2.5,2.87,5.7,3.61,6,78.57,95.83,5.85,6,10,6,10,16.73,15.42,17.50,CAN,Not Available,Transportation,Road & Rail,Industrials,Railroads,NA,NA,1254,-0.6,83.45,70.46,77.35
,PAYPAL HOLDINGS INC,PYPL,USA,48.630,4.48,4.95,3.6,27.2,15.2,2.31,8.9,NA,9,39.73,43.73,1.44,1,20,1,20,26.66,22.57,35.84,USA,NA (USA),Software & Services,IT Services,Information Technology,Data Processing & Outsourced Services,NA,NA,9367,-2.5,40.31,31.69,36.20
,GENERAL MOTORS CO,GM,USA,48.285,5.30,9.57,3.9,9.9,-10.5,5.61,3.6,-9.58,-6,32.19,81.80,11.49,13,14,13,14,5.67,5.56,5.57,USA,Not Available,Automobiles & Components,Automobiles,Consumer Discretionary,Automobile Manufacturers,NA,NA,13575,-3.6,36.37,27.71,34.01
,ADOBE SYSTEMS INC,ADBE,USA,48.142,-0.39,0.77,2.5,5.8,7.9,-0.39,17.1,23.84,1,96.15,52.61,0.00,0,20,0,21,33.98,25.50,74.56,USA,Not Available,Software & Services,Software,Information Technology,Application Software,NA,NA,3789,-1.1,96.15,76.31,93.94
,PHILLIPS 66,PSX,USA,46.800,3.69,2.23,-0.1,9.9,5.6,2.70,11.3,7.83,5,88.40,96.58,4.70,5,15,5,15,14.71,11.91,10.51,USA,NA (USA),Energy,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Refining & Marketing,NA,NA,3370,0.5,92.76,75.20,81.80
,EOG RESOURCES INC,EOG,USA,45.517,6.88,10.14,8.9,22.6,-5.3,12.33,7.7,-16.34,11,82.78,76.15,16.30,4,24,19,24,-36.07,-331.12,-8.54,USA,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Exploration & Production,NA,NA,4789,2.0,98.90,62.97,70.79
,CATERPILLAR INC,CAT,USA,45.217,-1.07,5.34,4.0,28.4,9.2,1.99,2.9,-7.42,15,77.65,74.06,12.39,2,23,14,23,22.19,21.87,19.20,USA,Not Available,Capital Goods,Machinery,Industrials,Construction Machinery & Heavy Trucks,NA,NA,6349,-3.2,88.63,59.87,67.96
,SOUTHERN CO,SO,USA,44.857,-2.80,-2.90,-3.2,4.0,7.5,-4.72,14.9,9.78,6,49.20,48.88,4.84,5,11,5,15,17.26,16.57,18.00,USA,Not Available,Utilities,Electric Utilities,Utilities,Electric Utilities,NA,NA,4856,-1.9,51.70,41.89,46.79
,FEDEX CORP,FDX,USA,44.856,0.25,1.77,2.3,30.4,4.3,1.62,1.3,-2.14,11,167.11,182.87,9.00,0,24,10,24,15.47,13.79,46.94,USA,Not Available,Transportation,Air Freight & Logistics,Industrials,Air Freight & Logistics,NA,NA,1823,-0.2,183.63,126.92,173.66
,PNC FINANCIAL SVCS GROUP INC,PNC,USA,44.796,4.67,7.66,3.9,2.7,-3.5,3.28,-10.4,-3.20,-7,88.88,86.85,10.05,9,9,11,9,12.37,11.47,12.67,USA,Not Available,Banks,Banks,Financials,Regional Banks,NA,NA,2546,-4.1,98.81,80.93,95.31
,BANK OF NEW YORK MELLON CORP,BK,USA,44.749,8.48,15.69,10.1,16.8,-2.8,11.18,-6.1,-2.40,0,41.23,43.24,7.87,7,18,9,18,13.30,11.92,15.10,USA,Not Available,Diversified Financials,Capital Markets,Financials,Asset Management & Custody Banks,NA,NA,6253,-3.9,44.75,33.83,41.22
,KIMBERLY-CLARK CORP,KMB,USA,44.678,-7.03,-7.72,-5.0,0.1,4.7,-6.84,13.4,13.65,1,123.81,95.11,9.95,11,5,11,16,20.26,18.82,45.79,USA,Not Available,Household & Personal Products,Household Products,Consumer Staples,Household Products,NA,NA,1850,0.9,137.49,103.52,127.30
,AMERICAN TOWER CORP,AMT,USA,44.410,-1.50,-1.44,3.8,11.7,5.1,-0.30,7.6,9.31,7,104.77,86.60,0.95,1,18,1,18,44.77,35.76,68.27,USA,Not Available,Real Estate,Real Estate Investment Trusts (REITs),Financials,Specialized REIT's,NA,NA,2222,1.2,105.78,85.67,96.95
,PUBLIC STORAGE,PSA,USA,44.408,-4.11,-6.24,-3.7,3.7,11.8,-6.74,27.2,32.72,4,256.81,245.65,6.79,7,12,7,28,26.34,24.37,40.61,USA,Not Available,Real Estate,Real Estate Investment Trusts (REITs),Financials,Specialized REIT's,NA,NA,743,-0.5,275.52,185.45,247.70
,GENERAL DYNAMICS CORP,GD,USA,43.414,2.29,3.75,6.8,9.1,-7.0,4.20,-3.3,2.83,0,138.71,142.03,8.51,7,9,9,9,14.79,13.75,14.88,USA,Not Available,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense,NA,NA,1729,0.4,151.61,125.99,137.36
,REGENERON PHARMACEUTICALS,REGN,USA,42.557,-0.58,-0.14,9.1,-16.3,-24.7,-0.21,-25.4,-15.77,-25,406.66,703.37,29.83,43,10,43,10,34.35,25.66,87.99,USA,Not Available,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,978,-0.1,579.57,364.51,542.87
,BANK OF MONTREAL,BMO,USA,41.915,2.45,7.55,10.3,24.5,10.2,6.93,15.9,-1.62,15,65.16,57.45,0.00,0,25,0,25,11.60,11.11,11.84,CAN,Not Available,Banks,Banks,Financials,Diversified Banks,NA,NA,690,-0.6,65.16,48.79,56.40
,AUTOMATIC DATA PROCESSING,ADP,USA,41.878,-0.55,-0.75,1.0,10.5,-1.0,-0.68,12.4,5.48,5,89.79,80.93,0.82,1,13,1,15,27.71,24.30,29.11,USA,Not Available,Software & Services,IT Services,Information Technology,Data Processing & Outsourced Services,NA,NA,1724,0.1,90.53,76.15,84.72
,BANK OF MONTREAL,BMO.,CAN,41.727,1.19,4.90,5.4,11.4,6.0,4.18,12.5,2.44,4,82.20,79.89,0.00,0,14,0,17,11.54,11.06,11.95,CAN,Not Available,Banks,Banks,Financials,Diversified Banks,NA,NA,1331,-0.7,82.20,68.54,78.75
,SUNCOR ENERGY INC,SU,USA,41.674,2.43,4.14,5.9,29.6,0.7,3.54,13.0,-13.31,8,28.82,29.55,10.55,3,25,12,25,-270.52,29.94,-25.87,CAN,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Integrated Oil & Gas,NA,NA,4538,-0.6,32.22,21.49,25.80
,DOMINION RESOURCES INC,D,USA,41.660,-4.09,-4.08,-4.6,0.4,-4.1,-7.07,2.1,-4.73,4,69.90,67.16,7.29,8,7,8,7,18.39,17.88,21.07,USA,Not Available,Utilities,Multi-Utilities,Utilities,Multi-Utilities,NA,NA,3074,-3.1,75.40,64.89,67.64
,SUNCOR ENERGY INC,SU.,CAN,41.479,1.06,1.34,1.2,15.9,-3.2,0.75,9.7,-9.75,-2,36.35,35.44,7.90,9,16,9,16,-269.26,29.80,-25.88,CAN,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Integrated Oil & Gas,NA,NA,3648,-0.6,39.47,30.57,35.72
,MONSANTO CO,MON,USA,41.010,6.46,8.60,4.4,2.4,3.0,7.07,-8.5,-20.58,-4,93.90,76.85,22.28,6,9,29,10,20.13,17.23,20.57,USA,Not Available,Materials,Chemicals,Materials,Fertilizers & Agricultural Chemicals,NA,NA,3211,-1.4,120.82,84.51,98.52
,STRYKER CORP,SYK,USA,40.847,-0.36,0.79,4.0,16.5,15.8,0.81,8.3,12.90,17,109.51,99.70,0.26,0,20,0,20,19.05,17.16,24.33,USA,Not Available,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care,Health Care Equipment,NA,NA,1730,0.0,109.80,87.89,92.94
,MCKESSON CORP,MCK,USA,40.499,3.17,9.90,13.3,4.7,-4.7,13.24,-21.4,-22.23,-10,177.17,249.61,26.37,13,15,36,15,13.90,13.15,27.10,USA,Not Available,Health Care Equipment & Services,Health Care Providers & Services,Health Care,Health Care Distributors,NA,NA,1689,3.0,240.61,151.03,207.58
,CAPITAL ONE FINANCIAL CORP,COF,USA,40.051,5.92,13.33,8.3,23.7,-6.9,6.72,-4.2,-6.07,3,75.96,89.20,16.52,7,20,20,20,9.84,9.05,10.19,USA,Not Available,Diversified Financials,Consumer Finance,Financials,Consumer Finance,NA,NA,3378,-5.8,90.99,61.10,72.18
,KINDER MORGAN INC,KMI,USA,39.903,-0.22,1.00,0.2,18.1,-38.0,4.68,-48.0,-59.13,13,17.90,17.62,58.50,53,27,141,27,25.57,21.83,149.20,USA,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Storage & Transportation,NA,NA,23853,3.6,43.13,13.00,14.92
,BCE INC,BCE,USA,39.714,-0.86,0.26,2.9,17.9,3.4,0.99,12.8,2.69,20,45.88,43.70,1.40,1,18,1,18,16.63,15.82,17.93,CAN,Not Available,Telecommunication Services,Diversified Telecommunication Services,Telecommunication Services,Integrated Telecommunication Services,NA,NA,796,0.7,46.53,37.72,38.62
,AETNA INC,AET,USA,39.682,4.56,5.47,2.1,6.7,8.4,0.98,4.4,5.51,5,115.77,187.94,10.98,0,14,12,14,14.56,13.23,15.81,USA,Not Available,Health Care Equipment & Services,Health Care Providers & Services,Health Care,Managed Health Care,NA,NA,2442,-4.3,130.05,99.22,108.12
,BCE INC,BCE.,CAN,39.558,-2.11,-2.31,-1.4,5.6,-0.5,-1.57,9.4,6.99,8,57.91,52.03,3.26,3,8,3,9,16.57,15.75,17.94,CAN,Not Available,Telecommunication Services,Diversified Telecommunication Services,Telecommunication Services,Integrated Telecommunication Services,NA,NA,1482,0.8,59.86,52.70,53.46
,NETFLIX INC,NFLX,USA,39.554,-14.00,-7.62,-2.5,-4.8,-4.1,-9.27,-12.3,20.22,-18,92.43,30.89,29.41,42,10,42,14,342.33,84.80,394.41,USA,Not Available,Retailing,Internet & Catalog Retail,Consumer Discretionary,Internet Retail,NA,NA,16705,-1.8,130.93,79.58,114.38
,SCHWAB (CHARLES) CORP,SCHW,USA,39.425,4.17,11.69,5.8,15.1,-2.3,4.72,-14.6,-1.33,-10,29.86,14.19,14.76,16,24,17,24,23.60,19.26,31.66,USA,Not Available,Diversified Financials,Capital Markets,Financials,Investment Banking & Brokerage,NA,NA,10190,-6.2,35.03,22.82,32.93
,CHUBB LTD,CB,USA,38.545,-1.05,0.41,-0.3,8.4,3.9,-1.28,12.1,9.94,2,118.76,114.29,3.03,3,7,3,16,12.18,11.56,13.42,USA,Not Available,Insurance,Insurance,Financials,Property & Casualty Insurance,NA,NA,1932,-1.7,122.47,99.92,116.85
,ANTHEM INC,ANTM,USA,38.420,3.23,2.63,5.4,4.3,4.7,4.00,-2.2,-4.38,5,147.07,180.01,12.38,0,17,14,17,13.48,12.29,14.33,USA,Not Available,Health Care Equipment & Services,Health Care Providers & Services,Health Care,Managed Health Care,NA,NA,1625,1.3,167.85,121.55,139.44
,LYONDELLBASELL INDUSTRIES NV,LYB,USA,38.380,2.33,7.55,5.7,14.9,-4.2,3.88,-0.2,-10.54,3,89.64,109.04,14.42,7,16,17,16,9.41,9.15,9.02,USA,NA (USA),Materials,Chemicals,Materials,Commodity Chemicals,NA,NA,3724,-3.4,104.74,74.98,86.90
,ILLINOIS TOOL WORKS,ITW,USA,38.345,-0.21,1.40,3.2,27.4,15.5,1.18,18.6,10.60,12,105.42,83.15,0.00,0,23,0,23,19.06,17.44,17.96,USA,Not Available,Capital Goods,Machinery,Industrials,Industrial Machinery,NA,NA,1742,-0.2,105.42,81.25,92.68
,RAYTHEON CO,RTN,USA,38.335,0.57,-0.02,2.8,6.7,7.3,2.57,21.7,16.66,1,128.21,142.56,0.02,0,9,0,25,18.19,16.03,18.42,USA,Not Available,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense,NA,NA,1933,2.6,128.24,95.57,124.53
,CARNIVAL CORP/PLC (USA),CCL,USA,37.093,-4.92,-5.14,-0.8,-2.1,-9.5,-8.04,-5.1,4.59,-10,49.13,70.95,9.82,11,12,11,12,14.45,12.42,24.11,USA,Not Available,Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",NA,NA,5469,-3.1,54.48,43.04,54.48
,COGNIZANT TECH SOLUTIONS,CTSH,USA,36.924,0.62,0.47,0.2,-0.1,-12.2,-4.25,-1.9,1.19,0,60.63,104.79,12.19,14,11,14,11,17.88,15.83,22.48,USA,Not Available,Software & Services,IT Services,Information Technology,IT Consulting & Other Services,NA,NA,4347,-4.7,69.05,53.87,60.02
,NORTHROP GRUMMAN CORP,NOC,USA,36.908,-0.56,0.09,3.4,9.0,11.6,0.22,21.8,24.09,6,203.57,134.96,0.00,0,12,0,23,19.95,16.96,17.96,USA,Not Available,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense,NA,NA,1109,0.1,203.57,156.01,188.81
,EMERSON ELECTRIC CO,EMR,USA,36.730,0.27,3.03,2.0,28.5,15.1,1.32,9.5,-3.78,16,56.11,46.99,9.18,0,23,10,23,18.40,17.00,11.93,USA,Not Available,Capital Goods,Electrical Equipment,Industrials,Electrical Components & Equipment,NA,NA,4221,-1.7,61.78,43.09,47.83
,LAS VEGAS SANDS CORP,LVS,USA,36.633,-7.99,-5.27,-10.7,20.1,-4.7,-9.38,-14.5,-15.17,9,46.10,32.29,18.84,16,16,23,16,19.58,17.63,17.75,USA,Not Available,Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,Casinos & Gaming,NA,NA,5442,-4.3,56.80,38.72,43.84
,CIGNA CORP,CI,USA,36.091,3.78,8.75,2.8,2.8,7.0,3.40,-2.7,8.54,-3,140.68,216.13,16.29,4,7,19,11,15.32,14.03,17.91,USA,Not Available,Health Care Equipment & Services,Health Care Providers & Services,Health Care,Managed Health Care,NA,NA,1264,-4.9,168.06,125.49,146.33
,ENBRIDGE INC,ENB,USA,36.067,4.91,9.06,13.5,27.1,-1.6,12.02,-0.2,-21.05,28,41.57,19.58,20.27,3,27,25,27,22.36,20.87,"-1,148.13",CAN,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Storage & Transportation,NA,NA,1423,2.7,52.14,30.22,33.19
,GENERAL MILLS INC,GIS,USA,36.037,-3.03,-4.33,-1.3,9.5,3.8,-6.77,6.4,7.41,5,60.71,29.79,6.54,7,10,7,10,21.15,19.84,26.40,USA,Not Available,"Food, Beverage & Tobacco",Food Products,Consumer Staples,Packaged Foods & Meats,NA,NA,3514,-2.6,64.96,54.42,53.33
,ENBRIDGE INC,ENB.,CAN,35.938,3.54,6.24,8.6,13.5,-5.4,9.16,-2.9,-17.80,16,52.49,22.52,17.17,6,21,21,21,22.28,20.80,"-1,150.00",CAN,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Storage & Transportation,NA,NA,2468,2.8,63.37,41.52,46.00
